Student ID,Age,Gender,Major,Year of Study,TOEFL Score,IELTS Score,Previous English Grade,Learning Style,Learning Mode,Learning Pace,Learning Time,Material Type,Hours/Week,Participation,Quiz Score,Engagement Level,Competency Level,Final Grade
ID_407,18.0,F,Engineering,Sophomore,65.0,7.9,C,Auditory,Online,Fast,Evening,Video,9.0,Low,95.0,Medium,Advanced,B
ID_312,19.0,F,Mathematics,Sophomore,89.0,8.4,C,Reading/Writing,In-person,Fast,Evening,Text,13.0,Low,97.0,High,Beginner,A
ID_225,21.0,M,Biology,Junior,72.0,6.6,C,Auditory,Hybrid,Average,Afternoon,Video,10.0,Medium,68.0,Low,Beginner,F
ID_30,22.0,F,Engineering,Junior,106.0,6.9,A,Kinesthetic,Online,Slow,Afternoon,Interactive,13.0,Medium,94.0,Medium,Intermediate,D
ID_53,24.0,M,Literature,Sophomore,118.0,5.2,F,Kinesthetic,Online,Fast,Morning,Video,16.0,High,98.0,Low,Beginner,B
ID_356,18.0,F,Literature,Junior,62.0,8.1,A,Reading/Writing,In-person,Slow,Afternoon,Interactive,5.0,High,63.0,High,Intermediate,A
ID_427,18.0,M,Engineering,Senior,88.0,7.2,F,Kinesthetic,Online,Average,Afternoon,Text,14.0,High,65.0,Medium,Advanced,D
ID_48,21.0,M,Engineering,Junior,65.0,5.0,B,Reading/Writing,Hybrid,Average,Afternoon,Audio,6.0,High,75.0,High,Beginner,C
ID_79,21.0,F,Biology,Senior,86.0,8.2,C,Kinesthetic,Hybrid,Fast,Morning,Video,8.0,Low,67.0,Low,Intermediate,D
ID_89,22.0,F,Biology,Junior,119.0,7.4,F,Reading/Writing,In-person,Fast,Morning,Video,8.0,Low,92.0,High,Beginner,C
ID_248,21.0,M,Engineering,Junior,96.0,9.0,C,Kinesthetic,Online,Fast,Morning,Interactive,17.0,Medium,67.0,Low,Beginner,A
ID_264,24.0,M,Mathematics,Junior,108.0,7.5,D,Reading/Writing,Online,Slow,Afternoon,Text,9.0,Low,75.0,High,Beginner,A
ID_27,21.0,F,Engineering,Senior,111.0,7.4,D,Reading/Writing,Online,Fast,Evening,Audio,19.0,High,88.0,High,Beginner,C
ID_450,19.0,M,Biology,Senior,60.0,7.4,A,Reading/Writing,Hybrid,Slow,Morning,Text,16.0,Medium,56.0,High,Advanced,C
ID_72,24.0,M,Engineering,Freshman,105.0,7.1,D,Reading/Writing,Online,Fast,Morning,Interactive,6.0,Low,89.69400424627837,Low,Beginner,D
ID_296,20.0,M,Literature,Freshman,110.0,7.0,C,Visual,Hybrid,Fast,Afternoon,Text,6.0,High,91.0,High,Beginner,F
ID_215,21.0,M,Literature,Freshman,100.0,7.6,F,Visual,In-person,Slow,Afternoon,Text,17.0,Low,74.0,Medium,Advanced,F
ID_452,19.0,F,Mathematics,Junior,67.0,6.7,B,Reading/Writing,Online,Fast,Afternoon,Text,17.0,High,91.0,Low,Advanced,A
ID_289,24.0,M,Chemistry,Sophomore,74.0,8.8,C,Kinesthetic,Online,Fast,Evening,Interactive,8.0,High,65.0,Medium,Beginner,A
ID_280,18.0,F,Mathematics,Sophomore,110.0,6.0,A,Kinesthetic,Online,Slow,Evening,Text,8.0,Medium,53.0,Medium,Beginner,C
ID_96,23.0,F,Biology,Freshman,89.0,6.1,A,Reading/Writing,Online,Fast,Afternoon,Video,10.0,Medium,72.0,High,Advanced,B
ID_398,21.0,F,Mathematics,Freshman,61.0,8.7,C,Kinesthetic,Hybrid,Slow,Afternoon,Video,14.0,Medium,58.0,Low,Advanced,F
ID_445,23.0,M,Literature,Senior,328.08218163111223,9.0,F,Reading/Writing,In-person,Slow,Afternoon,Interactive,6.0,Medium,72.0,Low,Intermediate,A
ID_178,24.0,M,Literature,Senior,74.0,8.0,C,Auditory,Hybrid,Average,Afternoon,Audio,15.0,High,88.0,High,Advanced,D
ID_77,23.0,M,Biology,Freshman,67.0,8.9,B,Auditory,Online,Slow,Evening,Audio,9.0,Low,73.0,Low,Intermediate,F
ID_453,18.0,M,Chemistry,Sophomore,88.0,7.8,D,Reading/Writing,Online,Slow,Evening,Audio,11.0,High,56.0,Medium,Advanced,C
ID_132,20.0,M,Biology,Sophomore,119.0,8.6,D,Visual,Hybrid,Fast,Evening,Video,16.0,High,58.0,High,Intermediate,C
ID_125,18.0,F,Biology,Sophomore,90.0,5.5,C,Visual,In-person,Slow,Evening,Interactive,19.0,Medium,67.0,Low,Intermediate,D
ID_298,21.0,M,Engineering,Sophomore,113.0,6.3,A,Reading/Writing,Hybrid,Fast,Morning,Audio,9.0,Low,99.0,Low,Beginner,C
ID_273,19.0,M,Engineering,Senior,87.0,8.3,A,Visual,In-person,Slow,Evening,Interactive,15.0,Medium,71.0,Low,Advanced,C
ID_425,20.0,F,Mathematics,Junior,84.0,8.2,A,Kinesthetic,Hybrid,Average,Afternoon,Interactive,14.0,High,85.0,Low,Beginner,D
ID_393,20.0,F,Biology,Freshman,103.0,8.1,A,Auditory,In-person,Average,Morning,Text,16.0,Low,89.0,Medium,Advanced,D
ID_192,22.0,M,Biology,Junior,98.0,6.8,C,Kinesthetic,Online,Slow,Morning,Interactive,10.0,High,94.0,Low,Advanced,B
ID_17,23.0,F,Biology,Junior,76.0,6.3,F,Visual,Online,Fast,Morning,Text,17.0,High,72.0,Low,Advanced,F
ID_336,22.0,M,Chemistry,Freshman,76.0,6.2,B,Kinesthetic,Online,Fast,Morning,Text,12.0,High,73.0,Low,Beginner,D
ID_201,23.0,M,Chemistry,Senior,87.0,5.5,B,Kinesthetic,Hybrid,Slow,Evening,Video,11.0,High,84.0,High,Beginner,D
ID_173,19.0,M,Mathematics,Senior,98.0,7.2,D,Visual,Hybrid,Average,Evening,Audio,5.0,Low,56.0,Low,Intermediate,B
ID_445,23.0,M,Literature,Senior,119.0,9.0,F,Reading/Writing,In-person,Slow,Afternoon,Interactive,6.0,Medium,72.0,Low,Intermediate,A
ID_198,19.0,F,Engineering,Freshman,67.0,19.108157378719685,B,Kinesthetic,Online,Fast,Evening,Video,19.0,High,91.0,Medium,Advanced,F
ID_165,24.0,F,Chemistry,Sophomore,92.0,7.7,D,Visual,Hybrid,Slow,Morning,Audio,6.0,High,91.0,Low,Advanced,D
ID_102,24.0,F,Chemistry,Junior,95.0,6.8,D,Visual,Hybrid,Fast,Evening,Interactive,8.0,Medium,91.0,Low,Beginner,F
ID_494,19.0,F,Biology,Junior,61.0,6.6,C,Reading/Writing,Online,Average,Afternoon,Text,7.0,Low,83.0,Low,Advanced,F
ID_45,20.0,M,Chemistry,Senior,96.0,8.8,C,Visual,In-person,Average,Afternoon,Video,14.0,Low,94.0,Medium,Beginner,C
ID_460,19.0,F,Literature,Senior,93.0,6.9,D,Reading/Writing,Online,Slow,Evening,Audio,6.0,High,98.0,High,Beginner,A
ID_305,20.0,M,Biology,Sophomore,74.0,8.6,B,Visual,In-person,Average,Evening,Video,14.0,High,54.0,Medium,Intermediate,C
ID_346,18.0,M,Engineering,Freshman,99.0,5.1,F,Kinesthetic,In-person,Fast,Morning,Video,11.0,Medium,93.0,Medium,Intermediate,B
ID_395,22.0,F,Literature,Junior,79.0,5.7,D,Auditory,Online,Average,Afternoon,Audio,17.0,Low,54.0,Medium,Beginner,B
ID_340,18.0,M,Biology,Sophomore,87.0,5.7,F,Reading/Writing,Online,Average,Morning,Text,9.0,Medium,79.0,Low,Intermediate,D
ID_112,18.0,M,Engineering,Senior,61.0,7.2,F,Reading/Writing,In-person,Slow,Morning,Text,16.0,High,94.0,Low,Intermediate,F
ID_336,22.0,M,Chemistry,Freshman,76.0,6.2,B,Kinesthetic,Online,Fast,Morning,Text,12.0,High,73.0,Low,Beginner,D
ID_314,20.0,M,Engineering,Freshman,101.0,8.6,A,Reading/Writing,Hybrid,Slow,Afternoon,Text,19.0,High,80.0,High,Advanced,D
ID_184,22.0,F,Biology,Freshman,99.0,6.2,F,Kinesthetic,Online,Slow,Evening,Interactive,19.0,Low,54.0,Medium,Intermediate,C
ID_249,21.0,F,Mathematics,Freshman,91.0,5.2,A,Auditory,Online,Fast,Evening,Interactive,14.0,Medium,72.0,High,Intermediate,F
ID_328,21.0,M,Biology,Freshman,73.0,5.3,C,Auditory,In-person,Fast,Afternoon,Video,9.0,High,85.0,High,Beginner,A
ID_249,21.0,F,Mathematics,Freshman,91.0,5.2,A,Auditory,Online,Fast,Evening,Interactive,14.0,Medium,72.0,High,Intermediate,F
ID_225,21.0,M,Biology,Junior,72.0,6.6,C,Auditory,Hybrid,Average,Afternoon,Video,10.0,Medium,68.0,Low,Beginner,F
ID_260,19.0,M,Chemistry,Senior,74.0,9.0,B,Auditory,Hybrid,Fast,Morning,Video,8.0,Low,52.0,Medium,Beginner,F
ID_388,23.0,M,Biology,Senior,115.0,6.0,C,Auditory,Online,Fast,Afternoon,Video,16.0,High,54.0,Medium,Intermediate,F
ID_356,18.0,F,Literature,Junior,62.0,8.1,A,Reading/Writing,In-person,Slow,Afternoon,Interactive,5.0,High,63.0,High,Intermediate,A
ID_37,19.0,F,Biology,Junior,76.0,6.5,A,Reading/Writing,Hybrid,Slow,Afternoon,Text,16.0,Low,56.0,High,Intermediate,F
ID_299,20.0,F,Literature,Junior,71.0,7.9,A,Reading/Writing,In-person,Average,Morning,Text,8.0,High,85.0,Medium,Advanced,B
ID_443,19.0,M,Engineering,Junior,239.64765101385962,6.2,C,Kinesthetic,Hybrid,Slow,Morning,Interactive,13.0,Medium,64.0,High,Advanced,C
ID_146,24.0,M,Literature,Freshman,74.0,6.3,D,Visual,Online,Average,Afternoon,Audio,19.0,Low,96.0,Low,Intermediate,A
ID_93,21.0,F,Biology,Sophomore,105.0,6.4,F,Reading/Writing,Hybrid,Slow,Evening,Interactive,13.0,High,83.0,Low,Beginner,C
ID_273,19.0,M,Engineering,Senior,87.0,8.3,A,Visual,In-person,Slow,Evening,Interactive,15.0,Medium,71.0,Low,Advanced,C
ID_465,18.0,M,Biology,Freshman,102.0,7.2,A,Auditory,In-person,Average,Morning,Interactive,16.0,Medium,75.0,Medium,Advanced,F
ID_164,24.0,M,Literature,Freshman,89.0,6.4,A,Auditory,In-person,Slow,Morning,Video,18.0,Low,86.0,Low,Advanced,B
ID_262,21.0,F,Biology,Junior,66.0,7.5,D,Visual,In-person,Average,Afternoon,Interactive,10.0,High,87.0,Low,Beginner,D
ID_434,20.0,F,Chemistry,Sophomore,109.0,5.0,A,Visual,In-person,Slow,Morning,Text,5.0,Medium,62.0,High,Intermediate,F
ID_406,20.0,F,Chemistry,Junior,94.0,8.4,C,Auditory,Online,Slow,Evening,Text,19.0,Medium,87.0,Medium,Beginner,B
ID_278,20.0,F,Chemistry,Freshman,109.0,6.9,D,Auditory,Online,Average,Morning,Video,10.0,Medium,78.0,Medium,Intermediate,A
ID_479,24.0,M,Engineering,Sophomore,84.0,6.8,F,Reading/Writing,In-person,Average,Evening,Video,5.0,High,98.0,Low,Beginner,A
ID_381,20.0,M,Literature,Sophomore,96.0,8.5,D,Reading/Writing,Online,Fast,Morning,Video,14.0,Low,83.0,Low,Intermediate,A
ID_137,24.0,M,Biology,Freshman,81.0,5.3,F,Kinesthetic,Hybrid,Average,Afternoon,Text,13.0,Low,66.0,Low,Intermediate,C
ID_242,18.0,M,Mathematics,Senior,103.0,7.6,D,Auditory,Online,Fast,Evening,Audio,19.0,High,59.0,Low,Beginner,F
ID_10,20.0,F,Engineering,Sophomore,82.0,8.0,C,Auditory,Hybrid,Fast,Morning,Audio,18.0,Low,90.0,High,Intermediate,D
ID_357,20.0,M,Biology,Freshman,113.0,7.6,F,Reading/Writing,Online,Slow,Afternoon,Audio,15.0,High,57.0,Medium,Beginner,A
ID_85,23.0,M,Mathematics,Junior,88.0,8.3,A,Kinesthetic,In-person,Slow,Evening,Text,14.0,Medium,85.0,Medium,Intermediate,F
ID_209,21.0,F,Biology,Sophomore,63.0,5.3,A,Kinesthetic,Online,Average,Morning,Interactive,16.0,Low,96.0,High,Beginner,F
ID_401,22.0,F,Engineering,Freshman,79.0,5.5,A,Reading/Writing,Online,Fast,Evening,Text,17.0,Medium,71.0,High,Advanced,A
ID_43,24.0,F,Engineering,Freshman,106.0,8.3,B,Reading/Writing,Hybrid,Slow,Morning,Interactive,7.0,Medium,76.0,Medium,Beginner,F
ID_8,24.0,M,Literature,Sophomore,70.0,7.7,C,Visual,Online,Slow,Morning,Video,19.0,High,70.0,High,Intermediate,C
ID_139,18.0,M,Literature,Freshman,83.0,8.752447124914642,B,Auditory,Online,Average,Evening,Audio,18.0,Medium,64.0,High,Advanced,C
ID_294,23.0,M,Mathematics,Senior,101.0,8.4,C,Visual,Online,Average,Afternoon,Audio,13.0,Low,90.0,Medium,Beginner,F
ID_370,21.0,M,Chemistry,Sophomore,102.0,6.4,D,Visual,Online,Fast,Afternoon,Video,7.0,High,86.0,Low,Beginner,A
ID_259,18.0,M,Literature,Junior,113.0,7.0,B,Reading/Writing,Online,Slow,Evening,Text,19.0,Medium,77.0,Low,Intermediate,D
ID_338,24.0,M,Mathematics,Junior,84.0,8.1,F,Kinesthetic,Hybrid,Slow,Evening,Video,18.0,Low,81.0,Medium,Intermediate,D
ID_294,23.0,M,Mathematics,Senior,101.0,8.4,C,Visual,Online,Average,Afternoon,Audio,13.0,Low,90.0,Medium,Beginner,F
ID_49,18.0,M,Mathematics,Junior,78.0,7.6,A,Kinesthetic,Hybrid,Average,Evening,Interactive,9.0,Low,89.0,Medium,Beginner,F
ID_399,24.0,M,Literature,Junior,68.0,5.2,D,Auditory,In-person,Slow,Afternoon,Text,12.0,Low,92.0,Medium,Intermediate,F
ID_478,20.0,M,Literature,Freshman,67.0,7.1,B,Auditory,In-person,Slow,Morning,Video,13.0,Medium,98.0,High,Beginner,B
ID_482,19.0,M,Chemistry,Sophomore,92.0,6.7,B,Kinesthetic,Hybrid,Fast,Afternoon,Text,8.0,High,56.0,High,Beginner,D
ID_303,20.0,F,Engineering,Junior,99.0,6.8,C,Kinesthetic,Online,Fast,Afternoon,Audio,9.0,Medium,84.0,Medium,Advanced,B
ID_106,22.0,F,Literature,Freshman,116.0,8.5,A,Reading/Writing,Online,Average,Morning,Text,17.0,Low,65.0,High,Intermediate,C
ID_217,24.0,F,Engineering,Senior,101.0,5.5,F,Visual,In-person,Fast,Afternoon,Interactive,12.0,Low,84.0,Medium,Beginner,F
ID_72,24.0,M,Engineering,Freshman,105.0,7.1,D,Reading/Writing,Online,Fast,Morning,Interactive,6.0,Low,51.0,Low,Beginner,D
ID_141,24.0,M,Biology,Senior,76.0,5.9,B,Auditory,Online,Average,Afternoon,Text,13.0,High,54.0,Medium,Beginner,C
ID_265,22.0,F,Mathematics,Sophomore,89.0,7.1,D,Kinesthetic,Hybrid,Average,Afternoon,Interactive,10.0,High,97.0,Low,Intermediate,A
ID_99,24.0,F,Mathematics,Sophomore,76.0,7.7,F,Kinesthetic,In-person,Fast,Morning,Audio,7.0,Medium,65.0,Low,Intermediate,C
ID_50,20.0,F,Engineering,Senior,116.0,8.6,F,Reading/Writing,Online,Fast,Morning,Interactive,9.0,High,97.0,Medium,Advanced,B
ID_30,22.0,F,Engineering,Junior,106.0,6.9,A,Kinesthetic,Online,Slow,Afternoon,Interactive,13.0,Medium,94.0,Medium,Intermediate,D
ID_154,20.0,M,Chemistry,Junior,99.0,5.2,B,Reading/Writing,Online,Slow,Afternoon,Audio,7.0,Medium,80.0,High,Intermediate,D
ID_299,20.0,F,Literature,Junior,71.0,7.9,A,Reading/Writing,In-person,Average,Morning,Text,8.0,High,85.0,Medium,Advanced,B
ID_163,19.0,M,Chemistry,Senior,72.0,8.0,D,Visual,Online,Average,Afternoon,Text,5.0,High,84.0,Medium,Intermediate,B
ID_127,24.0,F,Chemistry,Junior,91.0,7.9,A,Visual,Online,Fast,Afternoon,Video,19.0,Medium,58.0,Medium,Intermediate,F
ID_45,20.0,M,Chemistry,Senior,96.0,8.8,C,Visual,In-person,Average,Afternoon,Video,14.0,Low,94.0,Medium,Beginner,C
ID_268,20.0,M,Chemistry,Sophomore,117.0,8.5,D,Kinesthetic,In-person,Average,Evening,Audio,17.0,High,79.0,Medium,Intermediate,F
ID_194,20.0,F,Engineering,Sophomore,91.0,7.1,F,Kinesthetic,Hybrid,Fast,Evening,Interactive,14.0,Low,74.0,Medium,Intermediate,A
ID_371,18.0,M,Biology,Senior,71.0,8.7,F,Auditory,Online,Slow,Evening,Interactive,14.0,High,65.0,High,Advanced,C
ID_296,20.0,M,Literature,Freshman,110.0,7.0,C,Visual,Hybrid,Fast,Afternoon,Text,6.0,High,91.0,High,Beginner,F
ID_9,19.0,F,Literature,Sophomore,117.0,8.2,F,Kinesthetic,Hybrid,Average,Morning,Text,19.0,Low,74.0,High,Advanced,A
ID_231,20.0,M,Mathematics,Junior,114.0,8.9,B,Auditory,In-person,Average,Evening,Video,11.0,High,57.0,High,Intermediate,F
ID_358,18.0,F,Chemistry,Senior,73.0,7.1,A,Visual,Hybrid,Slow,Evening,Text,16.0,High,76.0,High,Advanced,F
ID_303,20.0,F,Engineering,Junior,99.0,6.8,C,Kinesthetic,Online,Fast,Afternoon,Audio,9.0,Medium,84.0,Medium,Advanced,B
ID_18,22.0,F,Mathematics,Freshman,94.0,6.5,F,Kinesthetic,Hybrid,Fast,Evening,Audio,14.0,High,81.0,Low,Beginner,D
ID_220,18.0,F,Literature,Freshman,77.0,6.9,B,Kinesthetic,Hybrid,Average,Evening,Interactive,12.0,High,68.0,Medium,Intermediate,A
ID_79,21.0,F,Biology,Senior,86.0,8.2,C,Kinesthetic,Hybrid,Fast,Morning,Video,8.0,Low,67.0,Low,Intermediate,D
ID_441,20.0,F,Chemistry,Freshman,111.0,6.3,A,Kinesthetic,Online,Slow,Evening,Video,6.0,Low,91.0,Low,Intermediate,D
ID_293,20.0,F,Literature,Junior,98.0,6.8,F,Visual,In-person,Slow,Evening,Text,8.0,High,72.0,High,Intermediate,C
ID_320,24.0,M,Mathematics,Freshman,96.0,7.5,D,Auditory,Hybrid,Fast,Afternoon,Interactive,19.0,Medium,63.0,High,Advanced,A
ID_404,20.0,F,Chemistry,Senior,60.0,5.9,F,Reading/Writing,Hybrid,Fast,Afternoon,Audio,10.0,Medium,83.0,Low,Advanced,F
ID_383,24.0,F,Biology,Junior,96.0,6.1,F,Auditory,Hybrid,Fast,Morning,Audio,5.0,Low,55.0,Low,Advanced,B
ID_149,22.0,F,Mathematics,Sophomore,81.0,9.0,D,Auditory,Hybrid,Fast,Afternoon,Audio,18.0,Low,62.0,High,Intermediate,D
ID_429,24.0,M,Biology,Sophomore,98.0,7.5,A,Visual,Online,Average,Afternoon,Video,6.0,Low,72.0,Low,Beginner,F
ID_172,19.0,F,Literature,Junior,97.0,8.7,D,Reading/Writing,Online,Fast,Morning,Text,15.0,Medium,58.0,Low,Beginner,F
ID_139,18.0,M,Literature,Freshman,83.0,5.3,B,Auditory,Online,Average,Evening,Audio,18.0,Medium,64.0,High,Advanced,C
ID_392,20.0,F,Chemistry,Senior,65.0,7.9,B,Kinesthetic,Hybrid,Fast,Morning,Interactive,10.0,Medium,86.0,Low,Advanced,A
ID_428,21.0,F,Engineering,Sophomore,116.0,7.9,A,Visual,In-person,Slow,Morning,Audio,13.0,Low,83.0,High,Advanced,D
ID_109,24.0,F,Literature,Sophomore,113.0,5.1,B,Kinesthetic,In-person,Slow,Afternoon,Video,7.0,High,67.0,Medium,Intermediate,C
ID_408,18.0,F,Mathematics,Senior,96.0,7.2,F,Visual,Hybrid,Slow,Afternoon,Text,10.0,Low,82.0,Medium,Beginner,A
ID_400,18.0,F,Engineering,Freshman,96.0,5.7,B,Auditory,In-person,Average,Evening,Text,5.0,Low,85.0,Medium,Intermediate,B
ID_248,21.0,M,Engineering,Junior,96.0,9.0,C,Kinesthetic,Online,Fast,Morning,Interactive,17.0,Medium,67.0,Low,Beginner,A
ID_407,18.0,F,Engineering,Sophomore,65.0,7.9,C,Auditory,Online,Fast,Evening,Video,9.0,Low,95.0,Medium,Advanced,B
ID_383,24.0,F,Biology,Junior,96.0,6.1,F,Auditory,Hybrid,Fast,Morning,Audio,5.0,Low,55.0,Low,Advanced,B
ID_66,22.0,M,Mathematics,Freshman,74.0,6.1,B,Reading/Writing,In-person,Average,Evening,Audio,16.0,High,60.0,Medium,Intermediate,A
ID_286,23.0,M,Literature,Junior,93.0,6.0,A,Visual,In-person,Slow,Afternoon,Audio,7.0,Medium,76.0,High,Beginner,A
ID_180,21.0,M,Biology,Sophomore,101.0,8.3,C,Reading/Writing,In-person,Average,Afternoon,Video,10.0,Low,72.0,Low,Intermediate,F
ID_449,20.0,F,Mathematics,Junior,80.0,8.5,F,Reading/Writing,Hybrid,Average,Morning,Audio,9.0,Low,52.0,High,Beginner,B
ID_245,23.0,F,Biology,Sophomore,77.0,8.1,C,Auditory,Hybrid,Slow,Afternoon,Text,18.0,Low,74.0,Medium,Beginner,B
ID_219,18.0,M,Literature,Junior,70.0,8.7,D,Auditory,Online,Fast,Morning,Interactive,9.0,Low,98.0,High,Intermediate,A
ID_477,21.0,M,Mathematics,Sophomore,86.0,8.2,A,Auditory,Hybrid,Fast,Morning,Video,12.0,High,50.0,Low,Advanced,C
ID_131,20.0,F,Literature,Freshman,92.0,5.3,D,Auditory,In-person,Average,Afternoon,Video,13.0,Medium,89.0,Medium,Beginner,B
ID_79,21.0,F,Biology,Senior,86.0,8.2,C,Kinesthetic,Hybrid,Fast,Morning,Video,8.0,Low,67.0,Low,Intermediate,D
ID_457,23.0,F,Chemistry,Senior,106.0,8.2,C,Auditory,In-person,Slow,Afternoon,Audio,18.0,Low,50.0,Low,Intermediate,A
ID_83,23.0,F,Biology,Sophomore,66.0,8.8,C,Kinesthetic,Online,Slow,Morning,Interactive,19.0,Medium,84.0,Low,Beginner,B
ID_176,20.0,F,Engineering,Senior,117.0,7.5,F,Visual,In-person,Slow,Afternoon,Audio,7.0,Medium,205.58394671146607,Medium,Beginner,F
ID_451,19.0,F,Engineering,Sophomore,114.0,6.6,F,Auditory,Online,Fast,Evening,Video,8.0,High,67.0,Low,Advanced,D
ID_373,22.0,M,Chemistry,Senior,116.0,6.5,C,Auditory,Online,Slow,Afternoon,Interactive,12.0,High,98.0,Low,Advanced,F
ID_190,22.0,F,Literature,Sophomore,65.0,6.2,A,Reading/Writing,Online,Fast,Morning,Audio,14.103871563093348,Medium,93.0,Low,Advanced,C
ID_353,23.0,M,Literature,Junior,90.0,5.8,A,Kinesthetic,In-person,Slow,Evening,Text,16.0,High,80.0,Medium,Intermediate,A
ID_26,18.0,M,Engineering,Junior,70.0,5.3,B,Auditory,In-person,Average,Evening,Video,12.0,Low,70.0,Low,Beginner,C
ID_322,19.0,F,Literature,Freshman,97.0,7.1,A,Auditory,Online,Average,Afternoon,Audio,13.0,Medium,64.0,Medium,Intermediate,C
ID_489,19.0,M,Chemistry,Senior,107.0,7.6,A,Visual,Online,Fast,Afternoon,Audio,15.0,High,60.0,High,Beginner,B
ID_422,23.0,F,Literature,Freshman,118.0,9.0,A,Kinesthetic,Hybrid,Average,Afternoon,Text,12.0,High,77.0,Medium,Intermediate,A
ID_454,18.0,M,Literature,Junior,91.0,5.0,B,Reading/Writing,Hybrid,Fast,Evening,Audio,12.0,Low,89.0,Medium,Advanced,F
ID_135,22.0,F,Chemistry,Sophomore,67.0,5.9,D,Reading/Writing,In-person,Average,Morning,Video,12.0,High,75.0,Medium,Beginner,F
ID_137,24.0,M,Biology,Freshman,81.0,5.3,F,Kinesthetic,Hybrid,Average,Afternoon,Text,13.0,Low,66.0,Low,Intermediate,C
ID_155,18.0,F,Literature,Sophomore,91.0,7.2,C,Auditory,Hybrid,Average,Afternoon,Interactive,15.0,High,90.0,Medium,Beginner,F
ID_425,20.0,F,Mathematics,Junior,84.0,8.2,A,Kinesthetic,Hybrid,Average,Afternoon,Interactive,14.0,High,85.0,Low,Beginner,D
ID_111,19.0,F,Mathematics,Sophomore,112.0,7.4,B,Visual,Online,Fast,Afternoon,Interactive,16.0,High,74.0,High,Advanced,B
ID_211,23.0,M,Chemistry,Freshman,117.0,5.7,B,Kinesthetic,Hybrid,Fast,Evening,Audio,18.0,Low,73.0,Medium,Intermediate,D
ID_231,20.0,M,Mathematics,Junior,114.0,8.9,B,Auditory,In-person,Average,Evening,Video,11.0,High,57.0,High,Intermediate,F
ID_202,18.0,M,Biology,Senior,79.0,8.3,C,Reading/Writing,Hybrid,Slow,Morning,Audio,19.0,Medium,67.0,Low,Advanced,B
ID_350,21.0,F,Literature,Sophomore,256.4117782893254,8.1,F,Visual,Hybrid,Average,Evening,Text,14.0,High,67.0,Medium,Beginner,F
ID_139,18.0,M,Literature,Freshman,83.0,5.3,B,Auditory,Online,Average,Evening,Audio,18.0,Medium,64.0,High,Advanced,C
ID_385,23.0,M,Mathematics,Freshman,108.0,8.4,D,Visual,Hybrid,Fast,Evening,Interactive,6.0,Low,88.0,Medium,Intermediate,C
ID_140,21.0,M,Engineering,Junior,100.0,8.2,D,Reading/Writing,In-person,Average,Evening,Text,14.0,Medium,84.0,Medium,Intermediate,B
ID_486,23.0,M,Mathematics,Sophomore,75.0,7.9,B,Kinesthetic,Hybrid,Slow,Evening,Interactive,11.0,Low,79.0,High,Beginner,D
ID_495,19.0,M,Literature,Junior,109.0,8.4,F,Auditory,Online,Fast,Morning,Text,18.0,Medium,50.0,Medium,Beginner,D
ID_448,24.0,M,Mathematics,Freshman,109.0,7.9,D,Auditory,Hybrid,Slow,Afternoon,Audio,16.0,High,53.0,Low,Intermediate,B
ID_37,19.0,F,Biology,Junior,76.0,6.5,A,Reading/Writing,Hybrid,Slow,Afternoon,Text,16.0,Low,56.0,High,Intermediate,F
ID_278,20.0,F,Chemistry,Freshman,109.0,6.9,D,Auditory,Online,Average,Morning,Video,10.0,Medium,78.0,Medium,Intermediate,A
ID_104,18.0,M,Mathematics,Junior,97.0,5.7,C,Visual,In-person,Slow,Afternoon,Audio,11.0,High,82.0,High,Intermediate,D
ID_346,18.0,M,Engineering,Freshman,99.0,5.1,F,Kinesthetic,In-person,Fast,Morning,Video,11.0,Medium,93.0,Medium,Intermediate,B
ID_43,24.0,F,Engineering,Freshman,106.0,8.3,B,Reading/Writing,Hybrid,Slow,Morning,Interactive,7.0,Medium,76.0,Medium,Beginner,F
ID_225,21.0,M,Biology,Junior,72.0,6.6,C,Auditory,Hybrid,Average,Afternoon,Video,10.0,Medium,68.0,Low,Beginner,F
ID_188,24.0,M,Chemistry,Senior,65.0,8.7,D,Reading/Writing,Hybrid,Fast,Afternoon,Video,16.0,Low,99.0,Medium,Advanced,F
ID_180,21.0,M,Biology,Sophomore,101.0,8.3,C,Reading/Writing,In-person,Average,Afternoon,Video,10.0,Low,72.0,Low,Intermediate,F
ID_400,18.0,F,Engineering,Freshman,96.0,5.7,B,Auditory,In-person,Average,Evening,Text,5.0,Low,85.0,Medium,Intermediate,B
ID_468,19.0,M,Biology,Senior,109.0,8.2,F,Visual,In-person,Average,Afternoon,Audio,10.0,Low,96.0,Medium,Intermediate,B
ID_486,23.0,M,Mathematics,Sophomore,75.0,7.9,B,Kinesthetic,Hybrid,Slow,Evening,Interactive,11.0,Low,79.0,High,Beginner,D
ID_76,20.0,F,Mathematics,Sophomore,112.0,6.0,F,Reading/Writing,In-person,Average,Morning,Audio,13.0,High,82.0,Medium,Beginner,F
ID_341,20.0,M,Literature,Senior,61.0,5.7,A,Auditory,Hybrid,Average,Evening,Interactive,19.0,Low,98.0,High,Advanced,F
ID_226,58.43827205358157,M,Mathematics,Senior,84.0,5.6,B,Kinesthetic,In-person,Average,Morning,Text,17.0,Medium,98.0,Low,Beginner,C
